id,type,question,options,answer,tip
649,multiple,"根据《治安管理处罚法》的规定，应当给予（）违反治安管理行为人行政拘留处罚但不予执行。","A. 已满14周岁不满16周岁的|B. 已满16周岁不满18周岁，初次违反治安管理的|C. 70周岁以上的|D. 怀孕或者哺乳自己不满1周岁婴儿的",ABCD,"💡 记忆技巧：不执行拘留的四种情形，全选。"
650,multiple,"根据《治安管理处罚法》的规定，下列说法正确的是（）。","A. 公安机关及其人民警察对治安案件的调查，应当依法进行|B. 公安机关调查治安案件严禁刑讯逼供|C. 公安机关调查治安案件严禁采用非法手段收集证据|D. 以非法手段收集的证据不得作为处罚的根据",ABCD,"💡 记忆技巧：合法取证原则，全选。"
651,multiple,"2008年3月2日晚，李某在某宾馆房间等候其男友。某派出所几名民警接到李某卖淫的群众举报后，当晚7时将李某带至派出所，以涉嫌卖淫对其进行讯问。因李某拒不承认，办案民警对其拳脚相加。次日晚8时，因实在无法忍受，李某违心承认了自己有卖淫行为，公安机关对其处罚款500元的治安处罚。公安机关的错误做法有（）。","A. 公安机关办案人员刑讯逼供|B. 公安机关对治安管理相对人采取讯问不当，应为询问，且超过法定时限|C. 公安机关作出处罚决定前未履行告知程序|D. 公安机关仅依据李某的供述即作出处罚决定",ABCD,"💡 记忆技巧：四个错误：刑讯逼供、用词不当（讯问应为询问）、超时限、未告知、孤证——全选。"
652,multiple,"公安机关及其人民警察在办理治安案件时，对下列哪些事项应当予以保密？（）","A. 国民经济和社会发展中的秘密事项|B. 某汽车生产厂家的专利设计图纸|C. 某公民的日记|D. 某皮鞋生产厂家的销售渠道",ABCD,"💡 记忆技巧：国家秘密、商业秘密、个人隐私都应保密，全选。"
653,multiple,"人民警察在办理治安案件过程中，遇有（）情形之一的，应当回避；违反治安管理行为人、被侵害人或者其法定代理人也有权要求他们回避。","A. 是案件的当事人的|B. 本人与案件有利害关系的|C. 与案件当事人有其他关系，可能影响案件公正处理的|D. 是案件当事人的近亲属的",ABCD,"💡 记忆技巧：回避的四种情形，全选。"
654,multiple,"公安机关及其人民警察对治安案件的调查，应当依法进行。严禁采用（）等非法手段收集证据。","A. 刑讯逼供|B. 引诱|C. 欺骗|D. 威胁",ABCD,"💡 记忆技巧：非法取证手段：刑讯、引诱、欺骗、威胁，全选。"
655,multiple,"公安机关及其人民警察在办理治安案件时，对涉及的（），应当予以保密。","A. 国家秘密|B. 商业秘密|C. 公共安全|D. 个人隐私",ABD,"💡 记忆技巧：保密范围：国家秘密、商业秘密、个人隐私。"
656,multiple,"根据《治安管理处罚法》的规定，下列表述正确的是（）。","A. 以非法手段收集的证据不得作为处罚的根据|B. 对现场发现的违反治安管理行为人，人民警察经出示工作证件，可以口头传唤，但应当在询问笔录中注明|C. 因违反治安管理被公安机关依法传唤的，公安机关应当及时将传唤的原因和处所通知被传唤人家属|D. 对违反治安管理的行为，只要有行为人的陈述，就可以作出治安管理处罚",ABC,"💡 记忆技巧：D错，不能仅凭口供定案。"
657,multiple,"下列选项中，应当不予处罚的有（）。","A. 行为人实施违反治安管理行为情节轻微的|B. 行为人为实施违反治安管理行为准备工具、制造条件的|C. 行为人自动放弃实施违反治安管理行为或者自动有效地防止违反治安管理行为结果发生，没有造成损害的|D. 行为人已经着手实施违反治安管理行为，但由于本人意志以外的原因而未得逞的",BC,"💡 记忆技巧：B预备→不罚；C中止（无损害）→不罚；A情节轻微可罚可不罚；D未遂→可罚。"
658,multiple,"公安机关及其人民警察对治安案件的调查，应当依法进行。严禁刑讯逼供或者采用（）等非法手段收集证据。","A. 威胁|B. 说服|C. 引诱|D. 欺骗",ACD,"💡 记忆技巧：‘说服’不属非法手段。"
659,multiple,"下列关于公安机关对治安案件的调查程序的说法中，符合法律规定的是（）。","A. 公安机关对报案、控告、举报或者违反治安管理行为人主动投案，以及其他行政主管部门、司法机关移送的违反治安管理案件，应当及时受理，并进行登记|B. 公安机关受理报案、控告、举报、投案后，认为属于违反治安管理行为的，应当立即进行调查|C. 公安机关受理报案、控告、举报、投案后，认为不属于违反治安管理行为的，应当告知报案人、控告人、举报人、投案人，必要的时候可以不说明理由|D. 公安机关及其人民警察对治安案件的调查，应当依法进行。严禁刑讯逼供或者采用威胁、引诱、欺骗等非法手段收集证据。以非法手段收集的证据，不得作为处罚的根据",ABD,"💡 记忆技巧：C错，应当说明理由。"
660,multiple,"属于公安机关应受理的治安案件有（）。","A. 被侵害人控告李某对其殴打致轻微伤的案件|B. 知情人举报的违法行为人偷窃少量财物的案件|C. 违法行为人主动向公安机关陈述其嫖娼的违法行为的案件|D. 人民检察院移送的治安案件",ABCD,"💡 记忆技巧：公安机关应受理的治安案件包括：报案、控告、举报、投案、移送，全选。"
661,multiple,"公安机关对（），以及其他行政主管部门、司法机关移送的违反治安管理案件，应当及时受理，并进行登记。","A. 报案|B. 控告|C. 举报|D. 违反治安管理行为人主动投案",ABCD,"💡 记忆技巧：受理来源：报案、控告、举报、投案、移送，全选。"
662,multiple,"人民警察在办理治安案件过程中，需要回避的情形是（）。","A. 是本案的当事人或者当事人的近亲属的|B. 本人或者其近亲属与本案有利害关系的|C. 与本案无关系的|D. 与本案当事人有其他关系，可能影响案件公正处理的",ABD,"💡 记忆技巧：回避的三种情形，C‘无关系’不需要回避。"
663,multiple,"发生下列违反治安管理的行为，没有超过追究期限的是（）。","A. 2006年10月25日，某派出所接到群众举报，当地居民冯某于2006年4月6日在自己的录像厅内组织播放淫秽录像带，经调查上述举报属实|B. 2006年3月21日，某铁路派出所民警巡逻时发现放置在铁路边的安全标志被人移走；2006年10月5日，行为人冯某被抓获。经查，冯某系于2006年3月20日夜间将上述安全标志移走|C. 2006年11月22日，某派出所接到报案，发现印有伪造的当地某学校公章的文件。经查，该文件系陈某于2006年4月10日伪造并加盖在文件上的，使用后即将印章销毁|D. 2006年12月6日，某地公安机关发现当地居民刘某在自家果园里私自安装电网，经查，为防止有人入园盗窃，刘某早于2006年3月初就已将电网装上",BD,"💡 记忆技巧：追究时效6个月。A：4月6日至10月25日已超6个月？差19天，没超？计算：4月6日到10月6日是6个月，10月25日已超。B：3月20日到3月21日未超；C：4月10日到11月22日已超；D：继续状态（私自安装电网一直存在），从终了之日起算。"
664,judge,"所有违法嫌疑人接受调查的，经公安派出所或者县级以上公安机关办案部门负责人批准，使用传唤证传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：口头传唤不需要传唤证。"
665,judge,"公安民警对当场发现的违法犯罪嫌疑人可以进行口头传唤，但须补办传唤证。","A. 正确|B. 错误",B,"💡 记忆技巧：口头传唤后‘不必补办’传唤证。"
666,judge,"公安机关在办理治安案件时，对拒绝作证的证人可以传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：传唤只针对‘违法嫌疑人’，不能传唤证人。"
667,judge,"需要传唤违反治安管理行为人接受调查的，经县级以上公安机关负责人批准，使用传唤证传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：传唤证由‘办案部门负责人’批准，不是县级以上。"
668,judge,"对现场发现的违反治安管理行为人，人民警察经出示工作证件，可以口头传唤，但应当在询问笔录中注明。","A. 正确|B. 错误",A,"💡 记忆技巧：正确，口头传唤记入笔录。"
669,judge,"按照《治安管理处罚法》的规定，人民警察在办理治安案件过程中，有法定回避情形的，违反治安管理行为人、被侵害人或者其法定代理人有权要求他们回避。","A. 正确|B. 错误",A,"💡 记忆技巧：正确，当事人有权申请回避。"
670,judge,"公安机关应当将传唤的原因和依据告知被传唤人。","A. 正确|B. 错误",A,"💡 记忆技巧：正确，必须告知。"
671,judge,"需要传唤违反治安管理行为人接受调查的，经公安机关办案部门负责人批准，可以口头传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：口头传唤不须批准，只能针对‘现场发现’的。"
672,judge,"对无正当理由不接受传唤或者逃避传唤的人，可以行政拘留。","A. 正确|B. 错误",B,"💡 记忆技巧：可以‘强制传唤’，不是行政拘留。"
673,judge,"对不接受传唤或者逃避传唤的人，可以强制传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：缺少‘无正当理由’前提。"
674,judge,"对无正当理由不接受传唤或者逃避传唤的人，应当强制传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：‘可以’强制传唤，不是‘应当’。"
675,judge,"对拒不配合公安调查工作的被传唤人，可以强制传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：是‘不接受或逃避’才强制传唤，不是‘不配合调查’。"
676,judge,"口头传唤后不必补办传唤证，但应当在询问笔录中注明情况。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
677,judge,"对无正当理由不接受传唤或者逃避传唤的违反治安管理行为人以及法律规定可以强制传唤的其他违法行为人，可以强制传唤。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
678,judge,"公安机关不必将传唤的处所通知被传唤人家属。","A. 正确|B. 错误",B,"💡 记忆技巧：必须通知，除非有碍侦查或无法通知。"
679,judge,"公安机关及其人民警察对治安案件的调查，严禁刑讯逼供或者采用威胁、引诱、欺骗等非法手段收集证据。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
680,judge,"强制传唤时，可以依法使用手铐、警绳等约束性警械。","A. 正确|B. 错误",A,"💡 记忆技巧：正确，强制传唤可使用约束性警械。"
681,judge,"在紧急情况下，公安机关对违反治安管理的行为人可以直接强制传唤，但到案后应当立即补办有关手续。","A. 正确|B. 错误",B,"💡 记忆技巧：强制传唤必须符合条件（不接受/逃避），不是‘紧急情况’就可以直接强制。"
682,judge,"现场发现的违反治安管理行为人，公安机关可以强制传唤。","A. 正确|B. 错误",B,"💡 记忆技巧：现场发现→口头传唤，不接受/逃避才强制。"
683,judge,"对无正当理由不接受传唤或者逃避传唤的人，可以强制传唤。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
684,judge,"刑讯逼供或者采用威胁、引诱、欺骗等手段收集的证据，不得作为处罚的根据。","A. 正确|B. 错误",A,"💡 记忆技巧：非法证据排除规则。"
685,judge,"对于违反治安管理的行为，公安机关在6个月内没有处理的，不再处罚。","A. 正确|B. 错误",B,"💡 记忆技巧：是‘没有被公安机关发现’，不是‘没有处理’。"
686,judge,"《治安管理处罚法》第22条中的“公安机关发现”指的是公安机关发现违反治安管理行为人。","A. 正确|B. 错误",B,"💡 记忆技巧：‘发现’指发现‘违反治安管理行为’，不一定是发现行为人。"
687,judge,"违反治安管理行为在6个月内没有被公安机关发现的，不再处罚；违反治安管理行为有连续或者继续状态的，从行为终了之日起计算。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
688,judge,"违反治安管理行为人在6个月内没有被公安机关发现的，不再处罚。","A. 正确|B. 错误",B,"💡 记忆技巧：是‘违反治安管理行为’没有被发现，不是‘行为人’。"
689,judge,"2006年4月，甲将乙打伤，因伤情轻微，乙未到公安机关报案。2007年1月，甲和乙发生矛盾，乙遂到公安机关报案称2006年4月被甲打伤过。则公安机关应当依法对甲进行治安管理处罚。","A. 正确|B. 错误",B,"💡 记忆技巧：已过6个月追究时效，不再处罚。"
690,judge,"公安机关对与违反治安管理行为有关的场所、物品、人身可以进行检查。检查时，人民警察应当出示工作证件和公安派出所开具的检查证明文件。","A. 正确|B. 错误",B,"💡 记忆技巧：检查证明文件由‘县级以上公安机关’开具，不是派出所。"
691,judge,"办理一般的治安案件，如果情况不是很复杂，整个案件的询问查证时间不得超过6个小时。","A. 正确|B. 错误",B,"💡 记忆技巧：询问查证一般不超过‘8小时’。"
692,judge,"公安机关对报案、控告、举报的违反治安管理案件，应当及时受理，并进行登记。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
693,judge,"公安机关对违反治安管理行为人主动投案的违反治安管理案件，应当及时受理，并进行登记。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
694,judge,"公安机关受理报案、控告、举报、投案后，认为不属于违反治安管理行为的，应当告知报案人、控告人、举报人、投案人，并说明理由。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
695,judge,"除公安机关及其人民警察收集的证据外，其他证据不得作为治安管理处罚的根据。","A. 正确|B. 错误",B,"💡 记忆技巧：其他机关移送、当事人提供等证据也可作为根据。"
696,judge,"公安机关受理报案、控告、举报、投案后，认为属于违反治安管理行为的，应当在24小时内决定是否进行调查。","A. 正确|B. 错误",B,"💡 记忆技巧：认为属于违法→‘立即进行调查’，不是24小时内决定。"
697,judge,"人民警察的回避，由其所属的公安机关决定；公安机关负责人的回避，由上一级公安机关决定。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
698,judge,"以非法手段收集的证据，特殊情况下也可以作为处罚的根据。","A. 正确|B. 错误",B,"💡 记忆技巧：非法证据‘不得’作为处罚根据，无例外。"
699,judge,"公安机关及其人民警察在办理治安案件时，对涉及的国家秘密、商业秘密或者个人隐私，应当予以保密。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
700,judge,"公安机关在查处治安案件时，如案情需要，可以查询公民与案情有关的个人隐私。","A. 正确|B. 错误",A,"💡 记忆技巧：为办案需要可以查询，但应保密。"
701,judge,"公安机关及其人民警察在办理治安案件时，对涉及的国家秘密、商业秘密或者个人隐私，应当停止调查。","A. 正确|B. 错误",B,"💡 记忆技巧：应当保密，不是‘停止调查’。"
702,judge,"在办理治安案件过程中，公安机关负责人的回避，由其所属的公安机关决定。","A. 正确|B. 错误",B,"💡 记忆技巧：由‘上一级公安机关’决定。"
703,judge,"人民警察的回避可以由人民警察本人提出。","A. 正确|B. 错误",A,"💡 记忆技巧：正确，可以自行回避。"
704,judge,"人民警察在办理治安案件过程中，本人或者其近亲属与本案有利害关系的，可以申请回避。","A. 正确|B. 错误",B,"💡 记忆技巧：‘应当’回避，不是‘可以’申请。"
705,judge,"人民警察在办理治安案件过程中，与本案当事人有其他关系，可能影响案件公正处理的，应当回避。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
706,judge,"人民警察的回避，由其所属的公安机关的上一级公安机关决定。","A. 正确|B. 错误",B,"💡 记忆技巧：人民警察回避由‘所属公安’决定。"
707,judge,"违反治安管理行为人、被侵害人或者其法定代理人没有权利要求公安机关负责人回避。","A. 正确|B. 错误",B,"💡 记忆技巧：有权要求回避。"
708,judge,"公安机关受理报案、控告、举报、投案后，认为属于违反治安管理行为的，应当立即进行调查。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
709,judge,"在办理治安案件过程中，检查妇女的身体，可以由男性法医进行。","A. 正确|B. 错误",B,"💡 记忆技巧：检查妇女身体，应当由‘女性工作人员’进行，法医若为男性也不行。"
710,judge,"公安机关对与违反治安管理行为有关的场所、物品、人身进行检查时，人民警察不得少于2人。","A. 正确|B. 错误",A,"💡 记忆技巧：正确，检查必须2人以上。"
711,judge,"公安机关在办理治安案件过程中，确有必要检查公民住所的，可当场检查，但应立即补办县级以上公安机关开具的检查证明文件。","A. 正确|B. 错误",B,"💡 记忆技巧：检查公民住所，必须出示检查证，紧急情况需经县级以上公安负责人批准。"
712,judge,"人民警察对查获或者到案的违法嫌疑人应当进行安全检查，发现管制刀具、武器、易燃易爆等危险品的，应当立即予以扣押。安全检查需要开具检查证。","A. 正确|B. 错误",B,"💡 记忆技巧：安全检查不需要检查证。"
713,judge,"公安机关及其人民警察对机关、团体、企业、事业单位或者公共场所进行日常监督检查，依照有关法律、法规和规章执行，也需要拿检查证。","A. 正确|B. 错误",B,"💡 记忆技巧：日常监督检查不需要治安检查证，依专门法规。"
714,judge,"公安机关对与违反治安管理行为有关的场所、物品、人身可以进行检查。检查时，人民警察不得少于2人，并应当出示工作证件和县级以上人民政府公安机关开具的检查证明文件。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
715,judge,"对确有必要立即进行检查的，人民警察经出示工作证件，可以当场检查，一律不必出具检查证明文件。","A. 正确|B. 错误",B,"💡 记忆技巧：检查公民住所必须出示检查证明文件。"
716,judge,"对确有必要立即进行检查的公民住所，应当出示县级以上人民政府公安机关开具的检查证明文件。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
717,judge,"对确有必要立即进行检查的公民物品，应当出示县级以上人民政府公安机关开具的检查证明文件。","A. 正确|B. 错误",B,"💡 记忆技巧：检查物品可不出示检查证？紧急情况下可不出示。"
718,judge,"依法对卖淫女进行性病检查，应当由女警察进行。","A. 正确|B. 错误",B,"💡 记忆技巧：可由女医生或女工作人员进行，不限于女警察。"
719,judge,"检查妇女的身体，应当由女性工作人员进行。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
720,judge,"询问聋哑的被侵害人或者其他证人，必要时可以邀请通晓手语的人提供帮助。","A. 正确|B. 错误",B,"💡 记忆技巧：‘应当’配备翻译，不是‘必要时可以’。"
721,judge,"检查妇女的身体，应当由女性警察进行。","A. 正确|B. 错误",B,"💡 记忆技巧：‘女性工作人员’，不限于警察。"
722,judge,"根据《治安管理处罚法》的规定，公安机关有对与违反治安管理行为有关的场所、物品、人身进行检查的权力。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
723,judge,"办理同一起治安案件，需要对不同住宅进行检查时，可以使用同一检查证。","A. 正确|B. 错误",B,"💡 记忆技巧：每个住所需要单独的检查证。"
724,judge,"违反治安管理行为人的居住场所与其在工商行政管理部门注册登记的经营场所合一的，在经营时间内对其检查时，应当按照检查经营场所办理相关手续；在非经营时间内对其检查时，应当按照检查公民住所办理相关手续。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
725,judge,"违反治安管理行为人在公安机关受理案件或者开始调查后逃避处罚的，不受追究时效的限制。","A. 正确|B. 错误",A,"💡 记忆技巧：逃避调查的，不受时效限制（时效从逃匿终止日起算）。"
726,judge,"典当业工作人员违反典当管理规定，情节特别严重的，公安机关可以吊销《典当经营许可证》。","A. 正确|B. 错误",B,"💡 记忆技巧：吊销许可证是公安机关发的‘特种行业许可证’，《典当经营许可证》由商务部门发，公安无权吊销。"
727,judge,"检查的情况应当制作检查笔录，由检查人、被检查人和见证人签名或者盖章，被检查人不能拒绝签名。","A. 正确|B. 错误",B,"💡 记忆技巧：被检查人可以拒绝签名，民警应注明。"
728,judge,"违反治安管理行为人的居住场所与其在工商行政管理部门注册登记的经营场所合一的，对其进行检查时，应当按照检查公民住所办理相关手续。","A. 正确|B. 错误",B,"💡 记忆技巧：经营时间内按经营场所检查。"
729,judge,"违反治安管理行为人的居住场所与其在工商行政管理部门注册登记的经营场所合一的，在非经营时间内对其检查时，也应当按照检查经营场所办理相关手续。","A. 正确|B. 错误",B,"💡 记忆技巧：非经营时间内按公民住所检查。"
730,judge,"对确有必要立即进行检查的公民人身，应当出示县级以上人民政府公安机关开具的检查证明文件。","A. 正确|B. 错误",B,"💡 记忆技巧：检查人身可不出示检查证。"
731,judge,"询问不满16周岁的违反治安管理行为人，应当通知其父母或者其他监护人到场。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
732,judge,"公安机关在查处房屋出租人将房屋出租给无身份证件的人居住的案件时，对违反治安管理行为人的询问查证时间不得超过8小时。","A. 正确|B. 错误",A,"💡 记忆技巧：一般情况8小时。"
733,judge,"公安机关对违反治安管理行为人传唤后，应当及时询问查证，对擅自进入铁路防护网，影响行车安全的违反治安管理行为人，询问查证时间不得超过8小时。","A. 正确|B. 错误",A,"💡 记忆技巧：一般情况8小时。"
734,judge,"公安机关在查处饲养动物干扰他人正常生活或者放任动物恐吓他人的案件时，对违反治安管理行为人的询问查证时间不得超过8小时。","A. 正确|B. 错误",A,"💡 记忆技巧：一般情况8小时。"
735,judge,"公安机关对违反治安管理行为人传唤后，应当及时询问查证，询问查证时间不得超过12小时。","A. 正确|B. 错误",B,"💡 记忆技巧：一般情况8小时。"
736,judge,"情况复杂，依照《治安管理处罚法》规定可能适用行政拘留处罚的，询问查证的时间不得超过24小时。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
737,judge,"情况复杂，依照《治安管理处罚法》规定可能适用治安管理处罚的，询问查证的时间不得超过24小时。","A. 正确|B. 错误",B,"💡 记忆技巧：可能适用‘行政拘留’的才24小时，一般治安处罚8小时。"
738,judge,"询问笔录应当交被询问人核对，被询问人确认笔录无误后，应当签名或者盖章，询问的人民警察也应当在笔录上签名。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
739,judge,"询问笔录应当由办案民警记录，被询问人要求就被询问事项自行提供书面材料的，一般不准许。","A. 正确|B. 错误",B,"💡 记忆技巧：‘应当准许’。"
740,judge,"被询问人没有阅读能力的，人民警察应当向其宣读。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
741,judge,"询问不通晓全国通用的语言文字的违反治安管理行为人、被侵害人或者其他证人，应当配备翻译人员，并在笔录上注明。","A. 正确|B. 错误",B,"💡 记忆技巧：‘当地通用的语言文字’，不是‘全国通用的’。"
742,judge,"人民警察可以要求被询问人自行书写与被询问事项有关的书面材料。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
743,judge,"询问不通晓当地通用的语言文字的违反治安管理行为人、被侵害人或者其他证人，应当有通晓手语的人提供帮助，并在笔录上注明。","A. 正确|B. 错误",B,"💡 记忆技巧：聋哑人才需要手语翻译，不通晓语言需要语言翻译。"
744,judge,"询问不满18周岁的违反治安管理行为人，应当通知其父母或者其他监护人到场。","A. 正确|B. 错误",B,"💡 记忆技巧：不满‘16周岁’。"
745,judge,"询问不满18周岁违反治安管理的在校学生，应当通知其父母或其老师都到场。","A. 正确|B. 错误",B,"💡 记忆技巧：通知监护人，老师不是法定必须通知。"
746,judge,"询问不满16周岁的违反治安管理行为人、被侵害人或者其他证人，可以通知其父母或者其他监护人到场。","A. 正确|B. 错误",B,"💡 记忆技巧：‘应当’通知，不是‘可以’。"
747,judge,"询问不满16周岁的违反治安管理行为人，其父母双亡，又没有其他监护人的，办案民警应当将有关情况在笔录中注明。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
748,judge,"询问不满16周岁的被侵害人或者其他证人，因种种原因无法找到其父母或者其他监护人的，以及其父母或者其他监护人收到通知后拒不到场或者不能及时到场的，办案民警应当将有关情况在笔录中注明。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
749,judge,"人民警察询问被侵害人或者其他证人，可以到其所在单位或者住处进行。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
750,judge,"人民警察在公安机关以外询问被侵害人或者其他证人，应当出示工作证件和介绍信。","A. 正确|B. 错误",B,"💡 记忆技巧：出示工作证件即可，不需要介绍信。"
751,judge,"询问聋哑的违反治安管理行为人，应当有通晓手语的人提供帮助，并在笔录上注明。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
752,judge,"公安机关询问违法嫌疑人，必须在公安机关进行。","A. 正确|B. 错误",B,"💡 记忆技巧：可以在嫌疑人单位、住处或公安机关。"
753,judge,"询问笔录记载有遗漏或者差错的，被询问人可以提出补充或者更正。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
754,judge,"公安机关对超过追究时效的违反治安管理行为不再处罚，有违禁品的，不予收缴。","A. 正确|B. 错误",B,"💡 记忆技巧：虽不处罚，但违禁品仍应收缴。"
755,judge,"对容留卖淫的娱乐场所，公安机关可以吊销其营业执照。","A. 正确|B. 错误",B,"💡 记忆技巧：公安机关只能吊销‘许可证’，营业执照由工商部门吊销。"
756,judge,"对违反治安管理的外国人，不可以单独适用限期出境或驱逐出境处罚。","A. 正确|B. 错误",A,"💡 记忆技巧：可以附加适用，也可以单独适用。"
757,judge,"违禁品，吸食、注射毒品的器具以及非法财物价值在500元以下且当事人对财物价值无异议的，公安派出所可以收缴。","A. 正确|B. 错误",A,"💡 记忆技巧：正确，派出所有权收缴500元以下。"
758,judge,"违反治安管理行为人直接用于实施违反治安管理行为的工具应当收缴。","A. 正确|B. 错误",B,"💡 记忆技巧：‘本人所有的’工具才收缴，不是‘直接用于’就收缴。"
759,judge,"公安机关在办理治安案件过程中查获的倒卖的有价票证，应当依法予以收缴。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
760,judge,"公安机关在办理治安案件过程中查获的伪造、变造的公文、证件、证明文件、票证、印章，应当依法予以收缴。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
761,judge,"对于办理治安案件所查获的毒品、淫秽物品等违禁品，公安机关应当收缴，按照规定处理。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
762,judge,"赌资，既包括通过赌博赢取的款物，也包括在赌博活动中用作赌注的款物、换取筹码的款物，均应当予以收缴。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
763,judge,"警告、罚款、行政拘留、没收非法所得、吊销公安机关发放的许可证均属于治安管理处罚的种类范畴。","A. 正确|B. 错误",B,"💡 记忆技巧：‘没收非法所得’不是治安管理处罚法规定的种类（是‘追缴’）。"
764,judge,"违反治安管理所得的财物，公安机关应追缴并退还被侵害人；没有被侵害人的，登记造册，公开拍卖或者按照国家有关规定处理，所得款项上缴国库。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
765,judge,"对因民间纠纷引起的侮辱、诬告陷害、侵犯隐私等违反治安管理行为，情节较轻，双方当事人愿意和解的，公安机关可以调解处理。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
766,judge,"公安机关对被依法吊销许可证的单位，应当同时依法收缴非法财物、追缴违法所得。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
767,judge,"追缴由县级以上公安机关决定。但是，追缴违法所得的财物应当退还被侵害人的，公安派出所可以追缴。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
768,judge,"不满14周岁的人违反治安管理的，不予处罚。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
769,judge,"已满14周岁不满18周岁的人违反治安管理的，应从轻或者减轻处罚。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
770,judge,"不满16周岁的人违反治安管理的，不予处罚，但是应当责令其监护人严加管教。","A. 正确|B. 错误",B,"💡 记忆技巧：不满14周岁才不予处罚。"
771,judge,"已满14周岁不满18周岁是《治安管理处罚法》规定的法定从轻或者减轻处罚的年龄范围。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
772,judge,"对已满14周岁不满16周岁不予刑事处罚的，应当责令其家长或者监护人加以管教；必要时，可以依照《治安管理处罚法》的相关规定予以治安管理处罚。","A. 正确|B. 错误",A,"💡 记忆技巧：正确。"
773,single,"《广西壮族自治区公安机关警务辅助人员条例》自（ ）起施行？","A. 2022年5月13日|B. 2020年8月26日|C. 2022年8月1日|D. 2021年1月10日",C,"💡 记忆技巧：2022年8月1日施行，'八一'建军节，辅警也是警队一员。"
774,single,"辅警不得从事（ ）工作。","A. 社区警务工作|B. 窗口服务|C. 出具鉴定报告|D. 告知交通违法行为",C,"💡 记忆技巧：出具鉴定报告是'专业技术+执法权'，辅警不能干。"
775,single,"辅警在履行职责过程中，下列哪种情形，不用主动申请回避？（ ）","A. 本人是案件的当事人近亲属|B. 本人近亲属与案件当事人有利害关系的|C. 本人与案件的当事人是同乡|D. 本人与案件当事人有利害关系的",C,"💡 记忆技巧：同乡不是法定回避理由，只有近亲属、利害关系才需回避。"
776,single,"辅警不得从事以下哪类工作？（ ）","A. 交通事故责任认定|B. 突发性、群体性事件处置|C. 社区警务工作|D. 禁毒宣传教育",A,"💡 记忆技巧：事故责任认定是'执法权'，必须由民警行使。"
777,single,"非法使用警务辅助人员制式服装、标识的，由公安机关予以没收，并处（ ）罚款。","A. 三千元以上一万元以下|B. 二百元以上一千元以下|C. 一千元以上三千元以下|D. 二百元以下",C,"💡 记忆技巧：1000-3000元，'一千到三千'。"
778,single,"辅警具有（ ）情形的，可以依法解除劳动关系。","A. 辅警在试用期间被证明不符合录用条件|B. 辅警在试用期期间处于妊娠期|C. 辅警违反公安机关纪律要求，未造成后果且能改正的|D. 辅警因工伤残尚在恢复期中",A,"💡 记忆技巧：试用期不符合条件可以解除；孕期、工伤受保护不能随意解除。"
